Genus	Subfamily	Family	Accession	Phage	Genome
Wanchaivirus	Hendrixvirinae		JQ086369	Escherichia phage HK106	dsDNA
Wanchaivirus	Hendrixvirinae		JQ182732	Escherichia phage mEp234	dsDNA
Wongtaivirus	Hendrixvirinae		KY979108	Escherichia phage ECP1	dsDNA
Wongtaivirus	Hendrixvirinae		JQ086373	Escherichia phage HK542	dsDNA
Yautsimvirus	Hendrixvirinae		JQ086370	Enterobacteria phage HK140	dsDNA
Aryavirus	Iiscvirinae		KX231828	Enterobacter phage Arya	dsDNA
Jilinvirus	Iiscvirinae		GU903191	Escherichia phage vB_EcoM_ECO1230-10	dsDNA
Jilinvirus	Iiscvirinae		KY705409	Escherichia phage vB_EcoM_ECOO78	dsDNA
Bimevirus	Jameshumphriesvirinae		MG197810	Klebsiella phage 1611E-K2-1	dsDNA
Bimevirus	Jameshumphriesvirinae		MK685667	Klebsiella phage vB_KpnM_IME346	dsDNA
Chaoyangvirus	Jameshumphriesvirinae		MZ374361	Klebsiella phage BUCT_49532	dsDNA
Geezettvirus	Jameshumphriesvirinae		MZ504995	Klebsiella phage Geezett	dsDNA
Jedunavirus	Jameshumphriesvirinae		JX866719	Klebsiella phage JD001	dsDNA
Mascletvirus	Jameshumphriesvirinae		ON602758	Klebsiella phage VLCpiM12a	dsDNA
Parissaclayvirus	Jameshumphriesvirinae		MN689778	Klebsiella phage vB_KpnM_15-38_KLPPOU148	dsDNA
Peatvirus	Jameshumphriesvirinae		MG432137	Pectinobacterium phage PEAT2	dsDNA
Ringroadvirus	Jameshumphriesvirinae		MZ398021	Klebsiella phage BUCT_47333	dsDNA
Sircambvirus	Jameshumphriesvirinae		MK521906	Klebsiella phage vB_KpnM_FZ14	dsDNA
Sircambvirus	Jameshumphriesvirinae		OK499978	Klebsiella phage vB_KpnM_JustaPhage	dsDNA
Zewailvirus	Jameshumphriesvirinae		OP114730	Klebsiella phage SBP	dsDNA
Zewailvirus	Jameshumphriesvirinae		ON086804	Escherichia phage ZCEC13	dsDNA
Caojiangvirus	Jianjiangvirinae		OP172643	Bacteroides phage BC422P2	dsDNA
Caojiangvirus	Jianjiangvirinae		OP172681	Bacteroides phage BK687P1	dsDNA
Luojiangvirus	Jianjiangvirinae		OP172644	Bacteroides phage BC669P1	dsDNA
Luojiangvirus	Jianjiangvirinae		OP172645	Bacteroides phage BC669P2	dsDNA
Natevirus	Joanripponvirinae		OK499992	Bacillus phage vB_BanS_Nate	dsDNA
Sophritavirus	Joanripponvirinae		MK288021	Bacillus phage pW2	dsDNA
Sophritavirus	Joanripponvirinae		OK499991	Bacillus phage vB_BanS_Sophrita	dsDNA
Tsamsavirus	Joanripponvirinae		OK499972	Bacillus phage vB_BanS_Chewbecca	dsDNA
Tsamsavirus	Joanripponvirinae		MT254578	Bacillus phage Izhevsk	dsDNA
Eidolonvirus	Johnpaulvirinae		MN734437	Sphingomonas phage Eidolon	dsDNA
Kharnvirus	Johnpaulvirinae		MN734439	Sphingomonas phage Kharn	dsDNA
Kharnvirus	Johnpaulvirinae		MN734438	Sphingomonas phage Lucius	dsDNA
Kilunavirus	Jondennisvirinae		JF939047	Burkholderia phage vB_BceS_KL1	dsDNA
Kipunavirus	Jondennisvirinae		MK574078	Pseudomonas phage KP1	dsDNA
Septimatrevirus	Jondennisvirinae		HG962376	Pseudomonas phage vB_PaeS_SCH_Ab26	dsDNA
Septimatrevirus	Jondennisvirinae		MG897800	Pseudomonas phage vB_PaeS_C1	dsDNA
Getalongvirus	Langleyhallvirinae		MK376961	Gordonia phage Asapag	dsDNA
Getalongvirus	Langleyhallvirinae		MG099939	Gordonia phage BENtherdunthat	dsDNA
Horusvirus	Langleyhallvirinae		MH651176	Gordonia phage Horus	dsDNA
Phistoryvirus	Langleyhallvirinae		MH651185	Gordonia phage Phistory	dsDNA
Limdunavirus	Mccleskeyvirinae		KX555527	Leuconostoc phage LDG	dsDNA
Limdunavirus	Mccleskeyvirinae		JQ659259	Leuconostoc phage Lmd1	dsDNA
Unaquatrovirus	Mccleskeyvirinae		KX578042	Leuconostoc phage Ln-7	dsDNA
Unaquatrovirus	Mccleskeyvirinae		KM262192	Leuconostoc phage Ln-9	dsDNA
Adrianbuildvirus	Mcshanvirinae		KT337370	Streptococcus phage phiARI0923	dsDNA
Adrianbuildvirus	Mcshanvirinae		KY065449	Streptococcus phage IPP5	dsDNA
Medawarvirus	Mcshanvirinae		KT337342	Streptococcus phage phiARI0131-2	dsDNA
Medawarvirus	Mcshanvirinae		KY065453	Streptococcus phage IPP11	dsDNA
Phadecavirus	Mcshanvirinae		OL774868	Streptococcus phage OlisA1	dsDNA
Phadecavirus	Mcshanvirinae		FN391954	Streptococcus phage PH10	dsDNA
Aceathervirus	Munstervirinae		MT980841	Ruminococcus phage phiRM10	dsDNA
Adovirus	Munstervirinae		MT980838	Ruminococcus phage phiRg519T2	dsDNA
Adovirus	Munstervirinae		MT980840	Ruminococcus phage phiRgIBDN1	dsDNA
Ahaonvirus	Munstervirinae		MT980836	Ruminococcus phage phiRg507T2_2	dsDNA
Ahaonvirus	Munstervirinae		MT980837	Ruminococcus phage phiRg507T2_3	dsDNA
Atrivirus	Munstervirinae		MT980839	Ruminococcus phage phiRgPS6	dsDNA
Charlievirus	Nclasvirinae		MH697576	Mycobacterium phage Aggie	dsDNA
Charlievirus	Nclasvirinae		MG099936	Mycobacterium phage Andies	dsDNA
Baxterfoxvirus	Nymbaxtervirinae		KU963263	Gordonia phage BaxterFox	dsDNA
Baxterfoxvirus	Nymbaxtervirinae		MT639650	Gordonia phage Ohgeesy	dsDNA
Nymphadoravirus	Nymbaxtervirinae		MZ274304	Gordonia phage Agueybana	dsDNA
Nymphadoravirus	Nymbaxtervirinae		MT952844	Gordonia phage Bosnia	dsDNA
Bignuzvirus	Pclasvirinae		JN412591	Mycobacterium phage BigNuz	dsDNA
Fishburnevirus	Pclasvirinae		MF919492	Mycobacterium phage Arib1	dsDNA
Fishburnevirus	Pclasvirinae		MN585977	Mycobacterium phage Atcoo	dsDNA
Phayoncevirus	Pclasvirinae		KR080195	Mycobacterium phage Phayonce	dsDNA
Phayoncevirus	Pclasvirinae		MN234172	Mycobacterium phage ThulaThula	dsDNA
Purkyvirus	Pclasvirinae		MN096355	Mycobacterium phage Purky	dsDNA
Tortellinivirus	Pclasvirinae		KX648391	Mycobacterium phage Tortellini	dsDNA
Xaviavirus	Pclasvirinae		MH230879	Mycobacterium phage Xavia	dsDNA
Dongjiangvirus	Pearlrivervirinae		OP172657.1	OM05-12 phage BD166P1	dsDNA
Dongjiangvirus	Pearlrivervirinae		OP172652.1	Phocaeicola phage BD26P1	dsDNA
Xijiangvirus	Pearlrivervirinae		OP172694.1	Phocaeicola phage BM127P1	dsDNA
Amoyvirus	Queuovirinae		MT345684	Alteromonas phage vB_AcoS-R7M	dsDNA
Iggyvirus	Queuovirinae		MN029011	Pseudomonas phage Iggy	dsDNA
Iggyvirus	Queuovirinae		MK816297	Pseudomonas virus PBPA162	dsDNA
Micathvirus	Queuovirinae		OP882271	Pseudomonas phage MiCath	dsDNA
Nipunavirus	Queuovirinae		ON911540	Xanthomonas phage vB_Xar_IVIA-DoCa3	dsDNA
Nipunavirus	Queuovirinae		KX898400	Pseudomonas phage JG054	dsDNA
Nonagvirus	Queuovirinae		KP719134	Enterobacteria phage JenK1	dsDNA
Nonagvirus	Queuovirinae		KP719132	Enterobacteria phage JenP1	dsDNA
Seuratvirus	Queuovirinae		KP064094	Escherichia phage CAjan	dsDNA
Seuratvirus	Queuovirinae		KM236243	Escherichia phage Seurat	dsDNA
Shangdongvirus	Queuovirinae		PP992516	Pseudomonas phage Baskent_P4_1	dsDNA
Shangdongvirus	Queuovirinae		OR797041	Stenotrophomonas phage vB_SmaS_Bhz54	dsDNA
Torvergatavirus	Queuovirinae		MN820898	Sphingomonas phage vB_StuS_MMDA13	dsDNA
Catfishvirus	Ruthgordonvirinae		MH697580	Gordonia phage Catfish	dsDNA
Dardanusvirus	Ruthgordonvirinae		MN010758	Gordonia phage Dardanus	dsDNA
Gesputvirus	Ruthgordonvirinae		KP790011	Gordonia phage Gsput1	dsDNA
Schmidtvirus	Ruthgordonvirinae		MH651189	Gordonia phage Schmidt	dsDNA
Tinalinvirus	Ruthgordonvirinae		MW132713	Gordonia phage TinaLin	dsDNA
Vendettavirus	Ruthgordonvirinae		MT553344	Gordonia phage TZGordon	dsDNA
Vendettavirus	Ruthgordonvirinae		KU998237	Gordonia phage Vendetta	dsDNA
Cyranovirus	Santaclaravirinae		CP054387	Escherichia phage CMS-2020a	dsDNA
Cyranovirus	Santaclaravirinae		CP053388	Escherichia phage CMS-2020b	dsDNA
Suquintavirus	Santaclaravirinae		JQ965645	Salmonella phage SSU5	dsDNA
Westmeadvirus	Santaclaravirinae		MZ779062	Klebsiella phage pJN2-26	dsDNA
Westmeadvirus	Santaclaravirinae		MH153810	Gordonia phage Sour	dsDNA
Basiliskvirus	Sejongvirinae		MG967618	Bacillus phage v_B-Bak10	dsDNA
Basiliskvirus	Sejongvirinae		KC595511	Bacillus phage Basilisk	dsDNA
Yihwangvirus	Sejongvirinae		MW392802	Bacillus phage BCPST	dsDNA
Yihwangvirus	Sejongvirinae		KT070866	Bacillus phage PBC4	dsDNA
Diegovirus	Sepvirinae		KF766125	Shigella phage 75/02 Stx	dsDNA
Diegovirus	Sepvirinae		KJ603229	Shigella phage POCJ13	dsDNA
Oslovirus	Sepvirinae		KY914478	Escherichia phage ArgO145	dsDNA
Oslovirus	Sepvirinae		MN067333	Escherichia phage Lyz12581Vzw	dsDNA
Traversvirus	Sepvirinae		KU977419	Stx1 converting phage AU5Stx1	dsDNA
Traversvirus	Sepvirinae		KU977420	Stx1 converting phage AU6Stx1	dsDNA
Bembunaquatrovirus	Skryabinvirinae		KX190833	Bacillus phage vB_BtS_BMBtp14	dsDNA
Pushchinovirus	Skryabinvirinae		MK759918	Bacillus phage vB_BtS_B83	dsDNA
Shirevirus	Stanbaylleyvirinae		ON189042	Xanthomonas phage Langgrundblatt1	dsDNA
Shirevirus	Stanbaylleyvirinae		ON189043	Xanthomonas phage Langgrundblatt2	dsDNA
Subavirus	Stanbaylleyvirinae		LR743530	Xanthomonas phage Suba	dsDNA
Justusliebigvirus	Stephanstirmvirinae		MN850632	Escherichia phage alia	dsDNA
Justusliebigvirus	Stephanstirmvirinae		PQ567651	Escherichia phage Cardinal	dsDNA
Phapecoctavirus	Stephanstirmvirinae		MN850648	Escherichia phage anhysbys	dsDNA
Phapecoctavirus	Stephanstirmvirinae		KX664695	Escherichia phage ESCO5	dsDNA
Jelitavirus	Trabyvirinae		DQ003639	Listreria phage B025	dsDNA
Slepowronvirus	Trabyvirinae		KJ094023	Listeria phage LP-101	dsDNA
Slepowronvirus	Trabyvirinae		MT500540	Listeria phage LP-HM00113468	dsDNA
Douglaswolinvirus	Tybeckvirinae		JX486088	Lactobacillus phage ATCC 8014-B2	dsDNA
Lenusvirus	Tybeckvirinae		MG252693	Lactobacillus phage Lenus	dsDNA
Lenusvirus	Tybeckvirinae		MG765276	Lactobacillus phage Nyseid	dsDNA
Lidleunavirus	Tybeckvirinae		KM514685	Lactobacillus phage Ldl1	dsDNA
Lidleunavirus	Tybeckvirinae		CP031026	Lactobacillus phage ViSo-2018a	dsDNA
Maenadvirus	Tybeckvirinae		MG765274	Lactobacillus phage Maenad	dsDNA
Maenadvirus	Tybeckvirinae		KX223815	Lactobacillus phage P1	dsDNA
Avunavirus	Vequintavirinae		KM190144	Escherichia phage Av-05	dsDNA
Certrevirus	Vequintavirinae		JQ691612	Cronobacter phage CR3	dsDNA
Certrevirus	Vequintavirinae		KC954774	Cronobacter phage CR8	dsDNA
Henunavirus	Vequintavirinae		MN732867	Erwinia phage Hena1	dsDNA
Henunavirus	Vequintavirinae		MN184887	Erwinia phage pEp_SNUABM_01	dsDNA
Mydovirus	Vequintavirinae		KY652726	Klebsiella phage vB_KpnM_BIS47	dsDNA
Mydovirus	Vequintavirinae		KT934943	Klebsiella phage vB_KpnM_KB57	dsDNA
Septuagintavirus	Vequintavirinae		OP778609	Escherichia phage A73	dsDNA
Septuagintavirus	Vequintavirinae		OP744025	Escherichia phage 5_4	dsDNA
Seunavirus	Vequintavirinae		KF550303	Escherichia phage 4MG	dsDNA
Seunavirus	Vequintavirinae		JN882284	Cronobacter phage vB_CsaM_GAP31	dsDNA
Vequintavirus	Vequintavirinae		ON286973	Escherichia phage A51.2	dsDNA
Vequintavirus	Vequintavirinae		MZ501048	Escherichia phage AlexBoehm	dsDNA
Lentusvirus	Wallmarkvirinae		MW218148	Staphylococcus phage vB_StaM_SA1	dsDNA
Machiasvirus	Wallmarkvirinae		OR455461	Staphylococcus phage AH12	dsDNA
Machiasvirus	Wallmarkvirinae		MW349128	Staphylococcus phage Machias	dsDNA
Madawaskavirus	Wallmarkvirinae		MZ779063	Staphylococcus phage vB_SauM-UFV_DC4	dsDNA
Madawaskavirus	Wallmarkvirinae		OR836606	Staphylococcus phage LY01	dsDNA
Amginevirus	Weiservirinae		MF324915	Mycobacterium phage Amgine	dsDNA
Amginevirus	Weiservirinae		MF140398	Mycobacterium phage Amohnition	dsDNA
Aminayvirus	Weiservirinae		MH509442	Mycobacterium phage Aminay	dsDNA
Anayavirus	Weiservirinae		JF704105	Mycobacterium phage Adephagia	dsDNA
Anayavirus	Weiservirinae		MH001453	Mycobacterium phage Adonis	dsDNA
Fionnbharthvirus	Weiservirinae		MN945904	Mycobacterium phage Eponine	dsDNA
Fionnbharthvirus	Weiservirinae		JN831653	Mycobacterium phage Fionnbharth	dsDNA
Keshuvirus	Weiservirinae		MF373841	Mycobacterium phage Hurricane	dsDNA
Keshuvirus	Weiservirinae		KP027199	Mycobacterium phage Keshu	dsDNA
Kratiovirus	Weiservirinae		MH651171	Mycobacterium phage Collard	dsDNA
Kratiovirus	Weiservirinae		KX636165	Mycobacterium phage Gengar	dsDNA
Timquatrovirus	Weiservirinae		MF140411	Mycobacterium phage Findley	dsDNA
Timquatrovirus	Weiservirinae		KT591490	Mycobacterium phage Mufasa	dsDNA
Unicornvirus	Weiservirinae		MN369762	Mycobacterium phage Bryler	dsDNA
Unicornvirus	Weiservirinae		MF324914	Mycobacterium phage Krueger	dsDNA
Abaiavirus			KX669658	Ochrobactrum phage POA1180	dsDNA
Abbeymikolonvirus			MG593800	Streptomyces phage AbbeyMikolon	dsDNA
Abouovirus			KC595517	Brevibacillus phage Abouo	dsDNA
Abouovirus			KC595518	Brevibacillus phage Davies	dsDNA
Adaiavirus			MH834594	Arthrobacter phage Adaia	dsDNA
Agmunavirus			MN023176	Brevibacterium phage AGM1	dsDNA
Aguilavirus			JQ182734	Enterobacteria phage mEp043 c-1	dsDNA
Aguilavirus			JQ182733	Enterobacterial phage mEp213	dsDNA
Ahotrevirus			MZ501266	Erwinia phage AH03	dsDNA
Akiravirus			MK599416	Salmonella phage Akira	dsDNA
Alachuavirus			AY986977	Xanthomonas phage Xp15	dsDNA
Alcyoneusvirus			AB897757	Klebsiella phage K64-1	dsDNA
Alcyoneusvirus			JQ513383	Klebsiella phage vB_KleM_RaK2	dsDNA
Alexandravirus			MH460463	Dickeya phage vB_DsoM_AD1	dsDNA
Alexandravirus			MH248138	Erwinia phage vB_EamM_Alexandra	dsDNA
Amherstvirus			ON724010	Microbacterium phage PineapplePizza	dsDNA
Amigovirus			KU160638	Arthrobacter phage Amigo	dsDNA
Amigovirus			MF185731	Arthrobacter phage Molivia	dsDNA
Amiranvirus			MW672041	Enterococcus phage vb_GEC_Ef_S_9	dsDNA
Anamdongvirus			GU967410	Lactobacillus phage LBR48	dsDNA
Anatolevirus			KX620748	Propionibacterium phage Anatole	dsDNA
Anatolevirus			KX620749	Propionibacterium phage B3	dsDNA
Andrewvirus			MH834595	Arthrobacter phage Andrew	dsDNA
Anjalivirus			MK016490	Arthobacter phage Anjali	dsDNA
Anjalivirus			MK016500	Arthobacter phage Mendel	dsDNA
Anthonyvirus			MN234188	Mycobacterium phage Anthony	dsDNA
Aokuangvirus			MG450654	Synechococcus phage S-CBWM1	dsDNA
Appavirus			MH153799	Microbacterium phage Appa	dsDNA
Aquingentivirus			DQ003637	Listeria phage A500	dsDNA
Aquingentivirus			KP399678	Listeria phage vB_LmoS_293	dsDNA
Aramisvirus			LR990833	Enterococcus phage Aramis	dsDNA
Aramisvirus			LR991625	Enterococcus phage dArtagnan	dsDNA
Arawnvirus			MN882550	Butyrivibrio phage Arawn	dsDNA
Archimedesvirus			MT771339	Gordonia phage Archimedes	dsDNA
Armstrongvirus			MH834596	Microbacterium phage Armstrong	dsDNA
Arvduovirus			KF692088	Arthrobacter phage vB_ArS-ArV2	dsDNA
Ashduovirus			AJ251789	Lactobacillus phage A2	dsDNA
Aspduovirus			AY576796	Actinoplanes phage phiAsp2	dsDNA
Asteriusvirus			KM507819	Escherichia phage 121Q	dsDNA
Asteriusvirus			KC295538	Escherichia phage PBECO4	dsDNA
Astrithrvirus			MT074429	Salmonella phage astrithr	dsDNA
Athenavirus			OK500002	Bacillus phage vB_BanS_Athena	dsDNA
Atraxavirus			MH834597	Arthrobacter phage Atraxa	dsDNA
Attisvirus			KU963247	Gordonia phage Attis	dsDNA
Attisvirus			MG099941	Gordonia phage Bjanes7	dsDNA
Attoomivirus			MG593801	Streptomyces phage Attoomi	dsDNA
Audreyjarvisvirus			KY554768	Lactococcus phage AM1	dsDNA
Audreyjarvisvirus			KY554771	Lactococcus phage AM4	dsDNA
Aurunvirus			JQ245707	Cyanophage S-TIM5	dsDNA
Aussievirus			OR786373	Sinorhizobium phage Aussie	dsDNA
Aussievirus			OR786374	Sinorhizobium phage StopSmel	dsDNA
Austintatiousvirus			MK305888	Streptomyces phage Austintatious	dsDNA
Austintatiousvirus			KY092479	Streptomyces phage Ididsumtinwong	dsDNA
Axeltriavirus			MT536174	Stenotrophomonas phage vB_SmaS-AXL_3	dsDNA
Backyardiganvirus			JX307702	Mycobacterium phage Arturo	dsDNA
Backyardiganvirus			JF704093	Mycobacterium phage Backyardigan	dsDNA
Badaztecvirus			MT006240	Bifidobacterium phage BadAargau2	dsDNA
Badaztecvirus			MT006233	Bifidobacterium phage BadAztec1	dsDNA
Baikalvirus			KF147891	Pseudomonas phage PaBG	dsDNA
Bantamvirus			KX557272	Gordonia phage Bantam	dsDNA
Barbavirus			MK719729	Rheinheimera phage Barba18A	dsDNA
Barbavirus			MK719730	Rheinheimera phage Barba19A	dsDNA
Barnyardvirus			AY129339	Mycobacterium phage Barnyard	dsDNA
Barnyardvirus			MK279909	Mycobacterium phage DrLupo	dsDNA
Bauervirus			OP580516	Arthrobacter phage Bauer	dsDNA
Baybaevirus			OQ079154.1	Vibrio phage Baybae	dsDNA
Bcepmuvirus			AY539836	Burkholderia phage BcepMu	dsDNA
Bcepmuvirus			CP000622	Burkholderia phage phiE255	dsDNA
Beceayunavirus			HE614282	Bacillus phage BceA1	dsDNA
Becedseptimavirus			JN712910	Bacillus phage BCD7	dsDNA
Beenievirus			MG845393	Gordonia phage Beenie	dsDNA
Beenievirus			MK801729	Gordonia phage Clark	dsDNA
Behunavirus			MH983004	Lactobacillus phage BH1	dsDNA
Bendigovirus			KR063280	Gordonia phage GMA6	dsDNA
Benedictvirus			MG099938	Mycobacterium phage Archetta	dsDNA
Benedictvirus			JN083852	Mycobacterium phage Benedict	dsDNA
Bernalvirus			KJ510413	Mycobacterium phage Bernal13	dsDNA
Bernalvirus			MG925349	Mycobacterium phage Mendokysei	dsDNA
Betterkatzvirus			KU963261	Gordonia phage BetterKatz	dsDNA
Bglawtbvirus			OQ735257	Burkholderia phage vB_BglM_WTB	dsDNA
Bigmanorsvirus			OK665842	Burkholderia phage BgManors32	dsDNA
Bingvirus			MG757154	Streptomyces phage Bing	dsDNA
Bippervirus			KU728633	Mycobacterium phage Bipper	dsDNA
Bismarckvirus			OP297545	Arthrobacter phage Shambre1	dsDNA
Bjornvirus			MG775259	Pseudomonas phage Bjorn	dsDNA
Bluefeathervirus			MT024867	Arthrobacter phage BlueFeather	dsDNA
Bocovirus			MK796797	Shewanella phage X14	dsDNA
Bonzeevirus			MW021763	Serratia phage vB_SmaS_Bigdog	dsDNA
Bonzeevirus			OM135608	Serratia phage vB_SmaS_Bonzee	dsDNA
Borockvirus			KX925554	Streptomyces phage BRock	dsDNA
Bowservirus			KU998235	Gordonia phage Bowser	dsDNA
Bridgettevirus			MH834603	Arthrobacter phage Bridgette	dsDNA
Bridgettevirus			MH834605	Arthrobacter phage Constance	dsDNA
Brigitvirus			MG711465	Faecalibacterium phage FP_Brigit	dsDNA
Britbratvirus			KU998233	Gordonia phage BritBrat	dsDNA
Brunovirus			KT630649	Salmonella phage SEN34	dsDNA
Bruynoghevirus			LN610578	Pseudomonas phage vB_PaeP_C2-10_Ab22	dsDNA
Bruynoghevirus			KP233880	Pseudomonas phage PhiCHU	dsDNA
Buchananvirus			MH023293	Escherichia phage vB_EcoS Sa179lw	dsDNA
Bugaksanvirus			KT968831	Pseudomonas phage YMC11/02/R656	dsDNA
Bunatrivirus			OP066531	Bacillus phage B13	dsDNA
Burrovirus			MN062711	Microbacterium phage Araxxi	dsDNA
Burrovirus			MT024863	Microbacterium phage Arete	dsDNA
Busanvirus			KY979132	Acidovorax phage ACP17	dsDNA
Caminolopintovirus			MW477799	Salmonella phage vB_Se_STGO-35-1	dsDNA
Camtrevirus			JN191664	Bacillus phage BtCS33	dsDNA
Camtrevirus			KF296718	Bacillus phage phiCM3	dsDNA
Cantarevirus			MK016493	Brevibacterium phage Cantare	dsDNA
Capnelvirus			JQ066768	Rhodobacter phage RcapNL	dsDNA
Carnodivirus			MZ398135	Carnobacterium phage cd2	dsDNA
Carnodivirus			MZ399596	Carnobacterium phage cd4	dsDNA
Carvajevirus			OL604152	Klebsiella phage vB_KpnS-Carvaje	dsDNA
Casadabanvirus			LN610590	Pseudomonas phage vB_PaeS_PAO1_Ab30	dsDNA
Casadabanvirus			MW390886	Pseudomonas phage AIIMS-Pa-B1	dsDNA
Cbastvirus			HQ634192	Cellulophaga phage phiST	dsDNA
Cecivirus			GU229986	Bacillus phage 250	dsDNA
Cecivirus			EU874396	Bacillus phage IEBH	dsDNA
Cedarrivervirus			MF158038	Shigella phage Sf11 SMD-2017	dsDNA
Ceduovirus			MH779519	Lactococcus phage vB_LLc_bIBB14	dsDNA
Ceduovirus			MH779522	Lactococcus phage vB_Llc_bIBBA3	dsDNA
Cequinquevirus			EU340421	Lactobacillus phage c5	dsDNA
Cequinquevirus			KJ564038	Lactobacillus phage Ld3	dsDNA
Chakrabartyvirus			KU873925	Pseudomonas phage pf16	dsDNA
Chenonavirus			AY129333	Mycobacterium phage Che9c	dsDNA
Chenonavirus			KP027201	Mycobacterium phage Sbash	dsDNA
Chertseyvirus			KT339177	Lactococcus phage GE1	dsDNA
Chewyvirus			KX557288	Rhodococcus phage ChewyVIII	dsDNA
Chidieberevirus			MN586022	Gordonia phage Chidiebere	dsDNA
Chidieberevirus			MZ820089	Gordonia phage ChisanaKitsune	dsDNA
Chopinvirus			DQ535032	Lactococcus phage KSY1	dsDNA
Chymeravirus			KU958700	Streptomyces phage Chymera	dsDNA
Cimandefvirus			MT740730	Ralstonia phage Cimandef	dsDNA
Cimandefvirus			MT740736	Ralstonia phage Eline	dsDNA
Cimpunavirus			GQ241246	Clavibacter phage CMP1	dsDNA
Cinunavirus			KF669650	Clavibbacter phage CN1A	dsDNA
Clawzvirus			MT498058	Gordonia phage Clawz	dsDNA
Coatlandelriovirus			MH252365	Ralstonia phage phiRSP	dsDNA
Cobrasixvirus			OK499971	Enterobacter phage vB_EclS_CobraSix	dsDNA
Coetzeevirus			JX486087	Lactobacillus phage ATCC 8014-B1	dsDNA
Coetzeevirus			JN051154	Pediococcus phage cIP1	dsDNA
Coeurvirus			MK801723	Gordonia phage Coeur	dsDNA
Colneyvirus			EU719189	Clostridioides phage phiCD27	dsDNA
Colneyvirus			LN681539	Clostridium phage phiCD505	dsDNA
Colunavirus			KR905066	Lactobacillus phage CL1	dsDNA
Colunavirus			KR905067	Lactobacillus phage CL2	dsDNA
Comeauvirus			JQ177061	Vibrio phage CP-T1	dsDNA
Comeauvirus			JQ177064	Vibrio phage vB_VchM-138	dsDNA
Coralvirus			MH834606	Arthrobacter phage Coral	dsDNA
Coralvirus			MH834616	Arthrobacter phage Kepler	dsDNA
Corndogvirus			KF017002	Mycobacterium phage Catdawg	dsDNA
Corndogvirus			AY129335	Mycobacterium phage Corndog	dsDNA
Coventryvirus			MF428481	Staphylococcus phage SN8	dsDNA
Coventryvirus			AP019560	Staphylococcus phage SP120	dsDNA
Craquatrovirus			MW057856	Providencia phage PSTCR4	dsDNA
Craquatrovirus			MW057861	Providencia phage PSTCR7	dsDNA
Cratervirus			KU998253	Gordonia phage Orchid	dsDNA
Cronusvirus			KR935217	Rhodobacter phage RcCronus	dsDNA
Cukevirus			MG757156	Mycobacterium phage Cuke	dsDNA
Daredevilvirus			MH590603	Gordonia phage DareDevil	dsDNA
Decurrovirus			KT355471	Arthrobacter phage Decurro	dsDNA
Delepquintavirus			MG189906	Stenotrophomonas phage vB_SmaS_DLP_5	dsDNA
Delfunavirus			LC513943	Enterococcus phage vB_EfaS-DELF1	dsDNA
Delfunavirus			CAJDKB010000002	Enterococcus phage vB_EhiS_268	dsDNA
Delislevirus			AF246223	Mycoplasma phage P1	dsDNA
Demosthenesvirus			KU998242	Gordonia phage Demosthenes	dsDNA
Demosthenesvirus			KU963258	Gordonia phage Katyusha	dsDNA
Denisevirus			MN428053	Gordonia phage Denise	dsDNA
Deseoctovirus			MH717097	Escherichia phage C1	dsDNA
Deseoctovirus			MK759854	Shigella phage DS8	dsDNA
Detrevirus			AF165214	Pseudomonas phage D3	dsDNA
Detrevirus			HQ711985	Pseudomonas phage PMG1	dsDNA
Deurplevirus			MF176161	Bacillus phage Deep-Purple	dsDNA
Dhillonvirus			MG581355	Escherichia phage B2	dsDNA
Dhillonvirus			MW822006	Escherichia phage BF9	dsDNA
Dibbivirus			MK798143	Pantoea phage vB_PagM_AAM37	dsDNA
Dibbivirus			JN022534	Xanthomonas phage vB_XveM_DIBBI	dsDNA
Dinavirus			MT740734	Ralstonia phage Dina	dsDNA
Dismasvirus			MG670586	Microbacterium phage Dismas	dsDNA
Docdeeseptimavirus			GU580940.1	Rhodococcus phage ReqiDocB7	dsDNA
Dolmabahcevirus			MW291017	Streptomyces phage TurkishDelight	dsDNA
Donellivirus			JN638751	Bacillus phage G	dsDNA
Doucettevirus			KX620750	Propionibacterium phage B22	dsDNA
Doucettevirus			KX620751	Propionibacterium phage Doucette	dsDNA
Dubuvirus			MK937595	Streptomyces phage Dubu	dsDNA
Dybvigvirus			DQ123818	Actinomyces phage Av-1	dsDNA
Eagleeyevirus			KF861510	Mycobacterium phage EagleEye	dsDNA
Edenvirus			MH509447	Microbacterium phage Eden	dsDNA
Edwardsroadvirus			JN116822	Rhodococcus phage RRH1	dsDNA
Eetrevirus			HM114277.1	Rhodococcus phage E3	dsDNA
Efemquintavirus			KT588072	Enterococcus phage IME-EFm5	dsDNA
Efemunavirus			KJ010489	Enterococcus phage IME-EFm1	dsDNA
Efemunavirus			OP018674	Enterococcus phage vB_Efm_LG62	dsDNA
